2026-01-18 01:24:26,842 | WARNING | tifa_archivist.classify | vision check skipped: {"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:24:27,221 | INFO | primp | response: https://duckduckgo.com/?q=Tifa+Lockhart+FF7 200
2026-01-18 01:24:27,222 | INFO | primp | response: https://duckduckgo.com/?q=Tifa+Lockhart+FF7+fanart 200
2026-01-18 01:24:27,591 | INFO | primp | response: https://duckduckgo.com/i.js?o=json&q=Tifa+Lockhart+FF7+fanart&l=us-en&vqd=4-185773124761372000025714574823467481812&p=-1 200
2026-01-18 01:24:27,600 | INFO | primp | response: https://duckduckgo.com/i.js?o=json&q=Tifa+Lockhart+FF7&l=us-en&vqd=4-30881442458650606076712370707360608662&p=-1 200
2026-01-18 01:24:27,802 | INFO | primp | response: https://duckduckgo.com/?q=Tifa+Lockhart+FF7+2d+art 200
2026-01-18 01:24:27,820 | INFO | primp | response: https://duckduckgo.com/?q=Tifa+Lockhart+FF7+3d+render 200
2026-01-18 01:24:28,154 | INFO | primp | response: https://duckduckgo.com/i.js?o=json&q=Tifa+Lockhart+FF7+2d+art&l=us-en&vqd=4-91170774839934314522594138862533526537&p=-1 200
2026-01-18 01:24:28,159 | INFO | primp | response: https://duckduckgo.com/i.js?o=json&q=Tifa+Lockhart+FF7+3d+render&l=us-en&vqd=4-38760583781805625554893243490774390783&p=-1 200
2026-01-18 01:24:28,193 | INFO | tifa_archivist.orchestrator | search cap reached urls=60 max_urls=60
2026-01-18 01:24:28,371 | INFO | primp | response: https://duckduckgo.com/?q=Tifa+Lockhart+FF7+key+art 200
2026-01-18 01:24:28,785 | INFO | primp | response: https://duckduckgo.com/i.js?o=json&q=Tifa+Lockhart+FF7+key+art&l=us-en&vqd=4-164156627285626554780399052764218501108&p=-1 200
2026-01-18 01:24:37,216 | WARNING | tifa_archivist.orchestrator | classification failed url=https://i.pinimg.com/originals/6e/c1/87/6ec1872a87971c92293bf7c832965b5f.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:24:41,353 | WARNING | tifa_archivist.orchestrator | classification failed url=https://3.bp.blogspot.com/-m9Q5OmGMwWQ/XQAJLf8AL4I/AAAAAAAAHEE/bnI4TQrEpvwMUOK5PNgr1_2aOAMyD1EjwCKgBGAs/w0/tifa-lockhart-final-fantasy-7-remake-uhdpaper.com-4K-19.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:24:41,758 | WARNING | tifa_archivist.orchestrator | classification failed url=https://i.pinimg.com/originals/a7/d2/7f/a7d27f9953dcc3e4831be60ae6b3601d.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:24:42,048 | WARNING | tifa_archivist.orchestrator | classification failed url=https://imgcdn.stablediffusionweb.com/2025/5/25/d951ec93-4e26-40dd-85d2-39643e4803a9.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:24:47,122 | WARNING | tifa_archivist.orchestrator | classification failed url=https://o3dlthumb.b-cdn.net/item_thumb_next/11001/Thumbnail-3.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:24:47,437 | WARNING | tifa_archivist.orchestrator | classification failed url=https://static.zerochan.net/Tifa.Lockhart.full.4296815.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:24:47,503 | WARNING | tifa_archivist.orchestrator | classification failed url=https://i.pinimg.com/originals/92/c4/78/92c47814da4034cc1dab1f0d716e05d7.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:24:51,192 | WARNING | tifa_archivist.orchestrator | classification failed url=https://imgcdn.stablediffusionweb.com/2024/4/1/3b4a97e5-2a3f-44f6-9c91-934c8fc9e438.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:24:54,280 | WARNING | tifa_archivist.orchestrator | classification failed url=https://static.zerochan.net/Tifa.Lockhart.full.4156348.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:24:55,350 | WARNING | tifa_archivist.orchestrator | classification failed url=https://wallpapercave.com/wp/wp5462927.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:24:55,720 | WARNING | tifa_archivist.orchestrator | classification failed url=https://imgcdn.stablediffusionweb.com/2024/4/1/ce0fbd20-2ca2-428e-9ebf-3e74f6fbb01f.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:24:59,285 | WARNING | tifa_archivist.orchestrator | classification failed url=https://cdn.staticsyy.com/uploads/54440/cart/resources/20230816/63F57C85-D67E-5855-490C-D5B40A8C9D56.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:25:03,997 | WARNING | tifa_archivist.orchestrator | classification failed url=https://render-state.to/wp-content/uploads/2025/04/Final-Fantasy-VII-Remake-Tifa-Lockhart-G8F.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:25:04,679 | WARNING | tifa_archivist.orchestrator | classification failed url=https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/7d07e143-2582-4491-86a7-435ede2c561d/ddegrf4-ac80ede2-c9d8-44e1-870d-70b9f42c19b7.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzdkMDdlMTQzLTI1ODItNDQ5MS04NmE3LTQzNWVkZTJjNTYxZFwvZGRlZ3JmNC1hYzgwZWRlMi1jOWQ4LTQ0ZTEtODcwZC03MGI5ZjQyYzE5YjcuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.cPVvWn53t3Cf6HRFsJ_EVDuJosusk8G2h6p2oqTZ_wc error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:25:05,644 | WARNING | tifa_archivist.orchestrator | classification failed url=https://cdn.renderhub.com/raystorm41/gallery/tifa-lockhart-morph-final.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
2026-01-18 01:25:08,140 | WARNING | tifa_archivist.orchestrator | classification failed url=https://static.zerochan.net/Tifa.Lockhart.full.4092041.jpg error={"code":"Client specified an invalid argument","error":"Invalid request content: Failed to decode image buffer."}
